date,actual_lead_0,pred_lead_0,actual_lead_1,pred_lead_1,actual_lead_2,pred_lead_2,actual_lead_3,pred_lead_3,actual_lead_4,pred_lead_4,actual_lead_5,pred_lead_5,actual_lead_6,pred_lead_6,week,month,dayofweek,Sub_metering_1,Global_intensity,Global_active_power,Sub_metering_3,Sub_metering_2,Voltage,Global_reactive_power,weeklag_1,monthlag_1,dayofweeklag_1,Sub_metering_1lag_1,Global_intensitylag_1,Global_active_powerlag_1,Sub_metering_3lag_1,Sub_metering_2lag_1,Voltagelag_1,Global_reactive_powerlag_1,weeklag_2,monthlag_2,dayofweeklag_2,Sub_metering_1lag_2,Global_intensitylag_2,Global_active_powerlag_2,Sub_metering_3lag_2,Sub_metering_2lag_2,Voltagelag_2,Global_reactive_powerlag_2,weeklag_365,monthlag_365,dayofweeklag_365,Sub_metering_1lag_365,Global_intensitylag_365,Global_active_powerlag_365,Sub_metering_3lag_365,Sub_metering_2lag_365,Voltagelag_365,Global_reactive_powerlag_365
2010-11-19,0.46500611327565755,0.44680824875831604,0.46500611327565755,0.43430203199386597,0.46500611327565755,0.43323343992233276,0.46500611327565755,0.4500511884689331,0.46500611327565755,0.4429773688316345,0.46500611327565755,0.44572463631629944,0.46500611327565755,0.4400267004966736,0.8653846153846154,0.9090909090909091,0.6666666666666666,0.0,0.4210766155112602,0.42551008277700453,0.40418145347940126,0.043151969981238276,0.5465115238232059,0.2942029609845056,0.8653846153846154,0.9090909090909091,0.5,0.19378118317890236,0.4526665490680297,0.451085235911331,0.3090958185465206,0.043688019297775396,0.6060493944510004,0.49348784445497795,0.8653846153846154,0.9090909090909091,0.3333333333333333,0.10272630078403422,0.4266625507144105,0.4291490173750385,0.28849714550223726,0.04386670240328777,0.6327798221097503,0.3396468453979332,0.8846153846153846,0.9090909090909091,0.5,0.0,0.38642911742223973,0.39561776170484475,0.3664557938589723,0.0429732868757259,0.726250429977533,0.356730184714505
2010-11-18,0.3819517353138096,0.4393607974052429,0.3819517353138096,0.43430203199386597,0.3819517353138096,0.44857341051101685,0.3819517353138096,0.43409475684165955,0.3819517353138096,0.4120979607105255,0.3819517353138096,0.4303872585296631,0.3819517353138096,0.455266535282135,0.8653846153846154,0.9090909090909091,0.5,0.19378118317890236,0.4526665490680297,0.451085235911331,0.3090958185465206,0.043688019297775396,0.6060493944510004,0.49348784445497795,0.8653846153846154,0.9090909090909091,0.3333333333333333,0.10272630078403422,0.4266625507144105,0.4291490173750385,0.28849714550223726,0.04386670240328777,0.6327798221097503,0.3396468453979332,0.8653846153846154,0.9090909090909091,0.16666666666666666,0.0,0.40256953019345165,0.40653581685197326,0.2512343774108934,0.04270526221745734,0.6171505929320489,0.3197394180464026,0.8846153846153846,0.9090909090909091,0.3333333333333333,0.5356379187455453,0.7499559005115566,0.759863477384924,0.47643110631075447,0.6839095863486108,0.6232305919772294,0.4879449733626285
2010-11-17,0.4961639773004568,0.4393607974052429,0.4961639773004568,0.43430203199386597,0.4961639773004568,0.44857341051101685,0.4961639773004568,0.43409475684165955,0.4961639773004568,0.4429773688316345,0.4961639773004568,0.4303872585296631,0.4961639773004568,0.4400267004966736,0.8653846153846154,0.9090909090909091,0.3333333333333333,0.10272630078403422,0.4266625507144105,0.4291490173750385,0.28849714550223726,0.04386670240328777,0.6327798221097503,0.3396468453979332,0.8653846153846154,0.9090909090909091,0.16666666666666666,0.0,0.40256953019345165,0.40653581685197326,0.2512343774108934,0.04270526221745734,0.6171505929320489,0.3197394180464026,0.8653846153846154,0.9090909090909091,0.0,0.09577690662865289,0.47899394367025316,0.4808768230649406,0.2886128683845085,0.3772000357366211,0.5159742767959763,0.30326876223572125,0.8846153846153846,0.9090909090909091,0.16666666666666666,0.0,0.4565326042217914,0.46864860130015773,0.3926863138404567,0.040471723398552664,0.7069482232498814,0.40118324502075076
2010-11-16,0.42774249657442254,0.44680824875831604,0.42774249657442254,0.43430203199386597,0.42774249657442254,0.43323343992233276,0.42774249657442254,0.4500511884689331,0.42774249657442254,0.4429773688316345,0.42774249657442254,0.44572463631629944,0.42774249657442254,0.4087311327457428,0.8653846153846154,0.9090909090909091,0.16666666666666666,0.0,0.40256953019345165,0.40653581685197326,0.2512343774108934,0.04270526221745734,0.6171505929320489,0.3197394180464026,0.8653846153846154,0.9090909090909091,0.0,0.09577690662865289,0.47899394367025316,0.4808768230649406,0.2886128683845085,0.3772000357366211,0.5159742767959763,0.30326876223572125,0.8461538461538461,0.9090909090909091,1.0,0.4761225944404847,0.5749544305286042,0.5719158840496298,0.2824409813300417,0.04904851246314661,0.49943586099719184,0.4874998205028814,0.8846153846153846,0.9090909090909091,0.0,0.18006058446186743,0.4025254307050058,0.4080124134220131,0.3054312606079309,0.04869114625212186,0.6593346356625762,0.37621160556584776
2010-11-15,0.5728994475276402,0.4393607974052429,0.5728994475276402,0.43430203199386597,0.5728994475276402,0.44857341051101685,0.5728994475276402,0.43409475684165955,0.5728994475276402,0.4429773688316345,0.5728994475276402,0.44572463631629944,0.5728994475276402,0.455266535282135,0.8653846153846154,0.9090909090909091,0.0,0.09577690662865289,0.47899394367025316,0.4808768230649406,0.2886128683845085,0.3772000357366211,0.5159742767959763,0.30326876223572125,0.8461538461538461,0.9090909090909091,1.0,0.4761225944404847,0.5749544305286042,0.5719158840496298,0.2824409813300417,0.04904851246314661,0.49943586099719184,0.4874998205028814,0.8461538461538461,0.9090909090909091,0.8333333333333333,0.09363863150392017,0.5630181689892404,0.5671551114642714,0.4789770097207221,0.05262217457339408,0.5026855744520482,0.3881445741610311,0.8653846153846154,0.9090909090909091,1.0,0.08829294369208839,0.5480831422355508,0.549678089434202,0.30898009566424933,0.4715447154471545,0.5636125867574631,0.5053394410220332
2010-11-14,0.21606799852340602,0.4393607974052429,0.21606799852340602,0.43430203199386597,0.21606799852340602,0.44857341051101685,0.21606799852340602,0.43409475684165955,0.21606799852340602,0.4429773688316345,0.21606799852340602,0.44572463631629944,0.21606799852340602,0.455266535282135,0.8461538461538461,0.9090909090909091,1.0,0.4761225944404847,0.5749544305286042,0.5719158840496298,0.2824409813300417,0.04904851246314661,0.49943586099719184,0.4874998205028814,0.8461538461538461,0.9090909090909091,0.8333333333333333,0.09363863150392017,0.5630181689892404,0.5671551114642714,0.4789770097207221,0.05262217457339408,0.5026855744520482,0.3881445741610311,0.8461538461538461,0.9090909090909091,0.6666666666666666,0.18300071275837493,0.5117157640971367,0.5088570767141973,0.3422311371701897,0.043688019297775396,0.47231200659149764,0.36173217114930895,0.8653846153846154,0.9090909090909091,0.8333333333333333,0.3714362081254455,0.7253630857882079,0.7352374755204072,0.672427094584169,0.21540248369516662,0.5572926101840299,0.5883867756094555
2010-11-13,0.6215364112446606,0.44680824875831604,0.6215364112446606,0.43430203199386597,0.6215364112446606,0.43323343992233276,0.6215364112446606,0.4500511884689331,0.6215364112446606,0.4429773688316345,0.6215364112446606,0.44572463631629944,0.6215364112446606,0.455266535282135,0.8461538461538461,0.9090909090909091,0.8333333333333333,0.09363863150392017,0.5630181689892404,0.5671551114642714,0.4789770097207221,0.05262217457339408,0.5026855744520482,0.3881445741610311,0.8461538461538461,0.9090909090909091,0.6666666666666666,0.18300071275837493,0.5117157640971367,0.5088570767141973,0.3422311371701897,0.043688019297775396,0.47231200659149764,0.36173217114930895,0.8461538461538461,0.9090909090909091,0.5,0.30506058446186746,0.49273828423590227,0.48907631376425875,0.1860438203980867,0.19798088090771018,0.46561011196251734,0.3642307710717661,0.8653846153846154,0.9090909090909091,0.6666666666666666,0.16535994297933002,0.4081554653966023,0.4137867819579939,0.2986421848480173,0.03636201197176807,0.6194889885266974,0.3755845622902882
2010-11-12,0.42551008277700453,0.44680824875831604,0.42551008277700453,0.43430203199386597,0.42551008277700453,0.43323343992233276,0.42551008277700453,0.4500511884689331,0.42551008277700453,0.4429773688316345,0.42551008277700453,0.44572463631629944,0.42551008277700453,0.455266535282135,0.8461538461538461,0.9090909090909091,0.6666666666666666,0.18300071275837493,0.5117157640971367,0.5088570767141973,0.3422311371701897,0.043688019297775396,0.47231200659149764,0.36173217114930895,0.8461538461538461,0.9090909090909091,0.5,0.30506058446186746,0.49273828423590227,0.48907631376425875,0.1860438203980867,0.19798088090771018,0.46561011196251734,0.3642307710717661,0.8461538461538461,0.9090909090909091,0.3333333333333333,0.0914112615823236,0.5415417181160672,0.5431791874964819,0.4579540194414442,0.5233628160457429,0.4874651169432589,0.36730376178099666,0.8653846153846154,0.9090909090909091,0.5,0.13239486813970064,0.3866643146939505,0.3919319013683569,0.30732140101836136,0.03832752613240418,0.6790865338507128,0.36664799896609596
2010-11-11,0.451085235911331,0.4393607974052429,0.451085235911331,0.43430203199386597,0.451085235911331,0.44857341051101685,0.451085235911331,0.43409475684165955,0.451085235911331,0.4429773688316345,0.451085235911331,0.44572463631629944,0.451085235911331,0.455266535282135,0.8461538461538461,0.9090909090909091,0.5,0.30506058446186746,0.49273828423590227,0.48907631376425875,0.1860438203980867,0.19798088090771018,0.46561011196251734,0.3642307710717661,0.8461538461538461,0.9090909090909091,0.3333333333333333,0.0914112615823236,0.5415417181160672,0.5431791874964819,0.4579540194414442,0.5233628160457429,0.4874651169432589,0.36730376178099666,0.8461538461538461,0.9090909090909091,0.16666666666666666,0.18683178902352104,0.5700446874816276,0.5668184975004229,0.4267859898163864,0.05208612525685696,0.40787526965507936,0.3701709291249648,0.8653846153846154,0.9090909090909091,0.3333333333333333,0.20830363506771205,0.5688540012935868,0.5725690903289193,0.37717944761610855,0.45608862682033413,0.6891945748881181,0.5338675167650333
2010-11-10,0.4291490173750385,0.4393607974052429,0.4291490173750385,0.43430203199386597,0.4291490173750385,0.44857341051101685,0.4291490173750385,0.43409475684165955,0.4291490173750385,0.4429773688316345,0.4291490173750385,0.44572463631629944,0.4291490173750385,0.455266535282135,0.8461538461538461,0.9090909090909091,0.3333333333333333,0.0914112615823236,0.5415417181160672,0.5431791874964819,0.4579540194414442,0.5233628160457429,0.4874651169432589,0.36730376178099666,0.8461538461538461,0.9090909090909091,0.16666666666666666,0.18683178902352104,0.5700446874816276,0.5668184975004229,0.4267859898163864,0.05208612525685696,0.40787526965507936,0.3701709291249648,0.8461538461538461,0.9090909090909091,0.0,0.09684604419101925,0.5051890398071384,0.5053276355058924,0.4475389600370313,0.04958456177968373,0.40511147872618203,0.34859776849179475,0.8653846153846154,0.9090909090909091,0.16666666666666666,0.099607982893799,0.42845592991121273,0.4367046869427573,0.3993210924240086,0.03859555079067274,0.6971509168804246,0.400403030868719
